source_row,tweet,tweet_label,_label_norm,keyword,subjects_scored
5633795,"Shri @RahulGandhi had a wonderful interaction with weavers, tribals &amp; farmers of Telangana during the #BharatJodoYatra 🇮🇳 https://t.co/uaaHxJQMt2",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.6483}, {'text': 'weavers', 'score': 0.4222}, {'text': 'interaction', 'score': 0.182}]"
5684371,"Mr @RahulGandhi holds review meeting at Collectorate, Kalpetta, #Wayanad , takes stock of progress of various development projects in his constituency https://t.co/8G8OjDs72w",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.3874}, {'text': 'meeting', 'score': 0.3778}, {'text': 'stock', 'score': 0.0171}]"
4571891,"@ppbajpai VDO exposes 16 lakh crore distributed to 30 #Crore people under #Mudra loan Yojana,
Will non BJP govt announce CBI or Judicial enquiry in such huge scandal?
@RahulGandhi @sherryontopp @ashokgehlot51 @bhupeshbaghel @HemantSorenJMM @OfficeofUT @mkstalin @vijayanpinarayi",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4642}, {'text': 'scandal', 'score': 0.3308}, {'text': 'loan', 'score': 0.2036}]"
5694448,"Shri @RahulGandhi at Kashi Vishwanath in Varanasi, earlier today. https://t.co/ab3i9TOdaH",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.6752}, {'text': 'at', 'score': 0.3912}, {'text': 'today', 'score': 0.2317}]"
7800695,"From Delhi to Raipur … “Deep Dive” Discussion on Congress’ aggressive RaGa, #BharatJodoYatra 2.0, #AiccPlenarySession &amp; New Congress… ⁦@RahulGandhi⁩

Watch from counter 👉🏼 00:20:01 onwards  https://t.co/lMeTn990n3",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5725}, {'text': 'congress', 'score': 0.5176}, {'text': 'dive', 'score': 0.235}]"
7594559,"Mr @RahulGandhi to perform Aarti at famous Brahma Sarovar in Kurukshetra in the evening tomorrow.
 
Prior to this Mr Gandhi will address a press conference in Samalakha in Kurukshetra around 1pm https://t.co/QobcUHaih5",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.498}, {'text': 'conference', 'score': 0.2293}, {'text': 'evening', 'score': 0.2214}]"
6231454,".@INCIndia Padyatra 
Azadi Gaurav Yatra
#IndependenceDay 
@RahulGandhi 
@ghulamnazad @kcvenugopalmp 
@priyankagandhi https://t.co/w2cgAm1siu",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.6746}, {'text': 'day', 'score': 0.466}, {'text': 'independence', 'score': 0.4539}]"
5473562,"Mr @RahulGandhi , #BharatJodoYatra completes 100 days 

What happened when Yatra reached #Dausa , #Rajasthan 👇🏽 https://t.co/RqsADzorC2",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5805}, {'text': 'days', 'score': 0.3501}, {'text': 'completes', 'score': 0.3395}]"
6548412,@ArvindKejriwal @RahulGandhi Unhone aap ka greeting lene se LAGBHAG MANA kar diya 😂😂😂 https://t.co/n2A0UinhpG,Pro Ruling,pro ruling,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.6515}, {'text': 'greeting', 'score': 0.5838}, {'text': 'aap', 'score': 0.3992}]"
3153120,"@RahulGandhi Henceforth India's vocal academic community will be restricted to Sanghi Shakas.
Those from reputed educational institutions will be told they know nothing &amp; trained to remain quiet.",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4327}, {'text': 'vocal', 'score': 0.3606}, {'text': 'restricted', 'score': 0.3282}]"
